,country,indicator_value,year,value
2389,ZA,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],1984,1361778160.98265
2390,ZA,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],1983,3155013014.98968
2391,ZA,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],1982,-314970492.238096
2392,ZA,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],1981,-1663667886.30995
2393,ZA,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],1980,6468644152.66925
2394,ZA,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],1979,5282516035.78525
2395,ZA,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],1978,3044050761.01269
2396,ZA,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],1977,1974550493.63762
2397,ZA,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],1976,-433550108.387527
2398,ZA,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],1975,-911416779.804951
2399,ZA,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],1974,-201625662.090108
2401,ZA,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",2022,61.48
2402,ZA,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",2021,62.341
2403,ZA,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",2020,65.252
2404,ZA,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",2019,66.175
2405,ZA,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",2018,65.674
2406,ZA,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",2017,65.402
2407,ZA,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",2016,64.747
2408,ZA,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",2015,63.95
2409,ZA,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",2014,63.38
2410,ZA,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",2013,62.533
2411,ZA,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",2012,61.846
2412,ZA,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",2011,60.651
2413,ZA,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",2010,58.899
2414,ZA,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",2009,57.447
2415,ZA,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",2008,56.022
2416,ZA,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",2007,54.992
2417,ZA,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",2006,54.278
2418,ZA,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",2005,53.98
2419,ZA,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",2004,54.043
2420,ZA,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",2003,54.331
2421,ZA,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",2002,55.666
2422,ZA,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",2001,57.261
2423,ZA,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",2000,58.47
2424,ZA,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",1999,59.241
2425,ZA,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",1998,60.001
2426,ZA,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",1997,60.805
2427,ZA,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",1996,61.459
2428,ZA,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",1995,62.262
2429,ZA,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",1994,62.612
2430,ZA,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",1993,63.045
2431,ZA,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",1992,63.341
2432,ZA,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",1991,63.265
2433,ZA,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",1990,63.375
2434,ZA,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",1989,63.31
2435,ZA,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",1988,63.345
2436,ZA,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",1987,63.041
2437,ZA,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",1986,62.912
2438,ZA,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",1985,62.38
2439,ZA,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",1984,61.907
2440,ZA,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",1983,61.465
2441,ZA,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",1982,60.933
2442,ZA,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",1981,60.364
2443,ZA,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",1980,59.813
2444,ZA,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",1979,59.395
2445,ZA,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",1978,58.979
2446,ZA,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",1977,58.492
2447,ZA,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",1976,58.006
2448,ZA,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",1975,57.512
2449,ZA,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",1974,57.117
2451,ZA,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",2022,9194808415.59228
2452,ZA,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",2021,40658789144.9382
2453,ZA,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",2020,3153552569.39325
2454,ZA,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",2019,5116098443.48715
2455,ZA,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",2018,5569462350.15205
2456,ZA,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",2017,2058579911.05235
2457,ZA,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",2016,2215307020.39541
2458,ZA,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",2015,1521139945.30532
2459,ZA,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",2014,5791659020.09998
2460,ZA,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",2013,8232518815.62083
2461,ZA,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",2012,4626029122.40007
2462,ZA,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",2011,4139289122.68737
2463,ZA,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",2010,3693271715.48139
2464,ZA,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",2009,7624489973.88189
2465,ZA,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",2008,9885001293.44358
2466,ZA,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",2007,6586792253.1097
2467,ZA,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",2006,623291744.343521
2468,ZA,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",2005,6522098178.18051
2469,ZA,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",2004,701422007.629779
2470,ZA,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",2003,783136092.25814
2471,ZA,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",2002,1479804588.75227
2472,ZA,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",2001,7270344986.4768
2473,ZA,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",2000,968831355.959091
2474,ZA,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",1999,1503332454.41012
2475,ZA,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",1998,550338595.971811
2476,ZA,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",1997,3810543923.03317
2477,ZA,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",1996,816389273.755429
2478,ZA,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",1995,1248424932.7343
2479,ZA,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",1994,374410441.074407
2480,ZA,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",1993,11290546.0235309
2481,ZA,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",1992,3358018.17406729
2482,ZA,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",1991,254133621.740141
2483,ZA,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",1990,-75722412.1197068
2484,ZA,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",1989,-201208430.59616
2485,ZA,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",1988,158437159.450014
2486,ZA,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",1987,-191667969.848626
2487,ZA,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",1986,-50487073.695263
2488,ZA,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",1985,-452643658.30137
2489,ZA,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",1984,419500000.0
2490,ZA,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",1983,70900000.0
2491,ZA,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",1982,329699999.9
2492,ZA,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",1981,65000000.0
2493,ZA,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",1980,-10300000.0
2494,ZA,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",1979,-484547334.2
2495,ZA,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",1978,-109250027.3125
2496,ZA,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",1977,-121900030.475
2497,ZA,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",1976,18400004.6
2498,ZA,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",1975,187962807.7046
2499,ZA,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",1974,696123636.2673
2500,US,GDP (current US$) [NY.GDP.MKTP.CD],2023,27360935000000.0
2501,US,GDP (current US$) [NY.GDP.MKTP.CD],2022,25744108000000.0
2502,US,GDP (current US$) [NY.GDP.MKTP.CD],2021,23594031000000.0
2503,US,GDP (current US$) [NY.GDP.MKTP.CD],2020,21322950000000.0
2504,US,GDP (current US$) [NY.GDP.MKTP.CD],2019,21521395000000.0
2505,US,GDP (current US$) [NY.GDP.MKTP.CD],2018,20656516000000.0
2506,US,GDP (current US$) [NY.GDP.MKTP.CD],2017,19612102000000.0
2507,US,GDP (current US$) [NY.GDP.MKTP.CD],2016,18804913000000.0
2508,US,GDP (current US$) [NY.GDP.MKTP.CD],2015,18295019000000.0
2509,US,GDP (current US$) [NY.GDP.MKTP.CD],2014,17608138000000.0
2510,US,GDP (current US$) [NY.GDP.MKTP.CD],2013,16880683000000.0
2511,US,GDP (current US$) [NY.GDP.MKTP.CD],2012,16253970000000.0
2512,US,GDP (current US$) [NY.GDP.MKTP.CD],2011,15599732000000.0
2513,US,GDP (current US$) [NY.GDP.MKTP.CD],2010,15048971000000.0
2514,US,GDP (current US$) [NY.GDP.MKTP.CD],2009,14478067000000.0
2515,US,GDP (current US$) [NY.GDP.MKTP.CD],2008,14769862000000.0
2516,US,GDP (current US$) [NY.GDP.MKTP.CD],2007,14474228000000.0
2517,US,GDP (current US$) [NY.GDP.MKTP.CD],2006,13815583000000.0
2518,US,GDP (current US$) [NY.GDP.MKTP.CD],2005,13039197000000.0
2519,US,GDP (current US$) [NY.GDP.MKTP.CD],2004,12217196000000.0
2520,US,GDP (current US$) [NY.GDP.MKTP.CD],2003,11456450000000.0
2521,US,GDP (current US$) [NY.GDP.MKTP.CD],2002,10929108000000.0
2522,US,GDP (current US$) [NY.GDP.MKTP.CD],2001,10581929000000.0
2523,US,GDP (current US$) [NY.GDP.MKTP.CD],2000,10250952000000.0
2524,US,GDP (current US$) [NY.GDP.MKTP.CD],1999,9631172000000.0
2525,US,GDP (current US$) [NY.GDP.MKTP.CD],1998,9062817000000.0
2526,US,GDP (current US$) [NY.GDP.MKTP.CD],1997,8577552000000.0
2527,US,GDP (current US$) [NY.GDP.MKTP.CD],1996,8073122000000.0
2528,US,GDP (current US$) [NY.GDP.MKTP.CD],1995,7639749000000.0
2529,US,GDP (current US$) [NY.GDP.MKTP.CD],1994,7287236000000.0
2530,US,GDP (current US$) [NY.GDP.MKTP.CD],1993,6858559000000.0
2531,US,GDP (current US$) [NY.GDP.MKTP.CD],1992,6520327000000.0
2532,US,GDP (current US$) [NY.GDP.MKTP.CD],1991,6158129000000.0
2533,US,GDP (current US$) [NY.GDP.MKTP.CD],1990,5963144000000.0
2534,US,GDP (current US$) [NY.GDP.MKTP.CD],1989,5641580000000.0
2535,US,GDP (current US$) [NY.GDP.MKTP.CD],1988,5236438000000.0
2536,US,GDP (current US$) [NY.GDP.MKTP.CD],1987,4855215000000.0
2537,US,GDP (current US$) [NY.GDP.MKTP.CD],1986,4579631000000.0
2538,US,GDP (current US$) [NY.GDP.MKTP.CD],1985,4338979000000.0
2539,US,GDP (current US$) [NY.GDP.MKTP.CD],1984,4037613000000.0
2540,US,GDP (current US$) [NY.GDP.MKTP.CD],1983,3634038000000.0
2541,US,GDP (current US$) [NY.GDP.MKTP.CD],1982,3343789000000.0
2542,US,GDP (current US$) [NY.GDP.MKTP.CD],1981,3207041000000.0
2543,US,GDP (current US$) [NY.GDP.MKTP.CD],1980,2857307000000.0
2544,US,GDP (current US$) [NY.GDP.MKTP.CD],1979,2627333000000.0
2545,US,GDP (current US$) [NY.GDP.MKTP.CD],1978,2351599000000.0
2546,US,GDP (current US$) [NY.GDP.MKTP.CD],1977,2081826000000.0
2547,US,GDP (current US$) [NY.GDP.MKTP.CD],1976,1873412000000.0
2548,US,GDP (current US$) [NY.GDP.MKTP.CD],1975,1684904000000.0
2549,US,GDP (current US$) [NY.GDP.MKTP.CD],1974,1545243000000.0
2550,US,GDP per capita (current US$) [NY.GDP.PCAP.CD],2023,81695.1870713305
2551,US,GDP per capita (current US$) [NY.GDP.PCAP.CD],2022,77246.6738828672
2552,US,GDP per capita (current US$) [NY.GDP.PCAP.CD],2021,71055.8761938303
2553,US,GDP per capita (current US$) [NY.GDP.PCAP.CD],2020,64317.398912504
2554,US,GDP per capita (current US$) [NY.GDP.PCAP.CD],2019,65548.0707847572
2555,US,GDP per capita (current US$) [NY.GDP.PCAP.CD],2018,63201.0458483771
2556,US,GDP per capita (current US$) [NY.GDP.PCAP.CD],2017,60322.2614241747
2557,US,GDP per capita (current US$) [NY.GDP.PCAP.CD],2016,58206.6141931844
2558,US,GDP per capita (current US$) [NY.GDP.PCAP.CD],2015,57040.2082136605
2559,US,GDP per capita (current US$) [NY.GDP.PCAP.CD],2014,55304.3155317137
2560,US,GDP per capita (current US$) [NY.GDP.PCAP.CD],2013,53409.7507774372
2561,US,GDP per capita (current US$) [NY.GDP.PCAP.CD],2012,51784.4114692048
2562,US,GDP per capita (current US$) [NY.GDP.PCAP.CD],2011,50065.9789470675
2563,US,GDP per capita (current US$) [NY.GDP.PCAP.CD],2010,48650.6643227232
2564,US,GDP per capita (current US$) [NY.GDP.PCAP.CD],2009,47194.9500893872
2565,US,GDP per capita (current US$) [NY.GDP.PCAP.CD],2008,48570.0594269601
2566,US,GDP per capita (current US$) [NY.GDP.PCAP.CD],2007,48050.227412195
2567,US,GDP per capita (current US$) [NY.GDP.PCAP.CD],2006,46301.9876485519
2568,US,GDP per capita (current US$) [NY.GDP.PCAP.CD],2005,44123.3996470026
2569,US,GDP per capita (current US$) [NY.GDP.PCAP.CD],2004,41724.6411982614
2570,US,GDP per capita (current US$) [NY.GDP.PCAP.CD],2003,39490.3023903176
2571,US,GDP per capita (current US$) [NY.GDP.PCAP.CD],2002,37997.7424300242
2572,US,GDP per capita (current US$) [NY.GDP.PCAP.CD],2001,37133.6203973517
2573,US,GDP per capita (current US$) [NY.GDP.PCAP.CD],2000,36329.9702595751
2574,US,GDP per capita (current US$) [NY.GDP.PCAP.CD],1999,34515.3813073394
2575,US,GDP per capita (current US$) [NY.GDP.PCAP.CD],1998,32853.6725949234
2576,US,GDP per capita (current US$) [NY.GDP.PCAP.CD],1997,31459.1299691554
2577,US,GDP per capita (current US$) [NY.GDP.PCAP.CD],1996,29967.7127181749
2578,US,GDP per capita (current US$) [NY.GDP.PCAP.CD],1995,28690.8757013347
2579,US,GDP per capita (current US$) [NY.GDP.PCAP.CD],1994,27694.853416234
2580,US,GDP per capita (current US$) [NY.GDP.PCAP.CD],1993,26387.2937338171
2581,US,GDP per capita (current US$) [NY.GDP.PCAP.CD],1992,25418.9907763319
2582,US,GDP per capita (current US$) [NY.GDP.PCAP.CD],1991,24342.2589048189
2583,US,GDP per capita (current US$) [NY.GDP.PCAP.CD],1990,23888.6000088133
2584,US,GDP per capita (current US$) [NY.GDP.PCAP.CD],1989,22857.1544330056
2585,US,GDP per capita (current US$) [NY.GDP.PCAP.CD],1988,21417.0119305191
2586,US,GDP per capita (current US$) [NY.GDP.PCAP.CD],1987,20038.9410992658
2587,US,GDP per capita (current US$) [NY.GDP.PCAP.CD],1986,19071.2271949295
2588,US,GDP per capita (current US$) [NY.GDP.PCAP.CD],1985,18236.8277265009
2589,US,GDP per capita (current US$) [NY.GDP.PCAP.CD],1984,17121.2254849995
2590,US,GDP per capita (current US$) [NY.GDP.PCAP.CD],1983,15543.8937174925
2591,US,GDP per capita (current US$) [NY.GDP.PCAP.CD],1982,14433.787727053
2592,US,GDP per capita (current US$) [NY.GDP.PCAP.CD],1981,13976.10539252
2593,US,GDP per capita (current US$) [NY.GDP.PCAP.CD],1980,12574.7915062163
2594,US,GDP per capita (current US$) [NY.GDP.PCAP.CD],1979,11674.1818666548
2595,US,GDP per capita (current US$) [NY.GDP.PCAP.CD],1978,10564.9482220275
2596,US,GDP per capita (current US$) [NY.GDP.PCAP.CD],1977,9452.57651914511
2597,US,GDP per capita (current US$) [NY.GDP.PCAP.CD],1976,8592.25353727612
2598,US,GDP per capita (current US$) [NY.GDP.PCAP.CD],1975,7801.45666356443
2599,US,GDP per capita (current US$) [NY.GDP.PCAP.CD],1974,7225.69135952566
2600,US,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",2023,3.625
2601,US,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",2022,3.65
2602,US,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",2021,5.349
2603,US,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",2020,8.055
2604,US,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",2019,3.669
2605,US,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",2018,3.896
2606,US,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",2017,4.355
2607,US,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",2016,4.869
2608,US,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",2015,5.28
2609,US,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",2014,6.168
2610,US,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",2013,7.375
2611,US,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",2012,8.069
2612,US,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",2011,8.949
2613,US,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",2010,9.633
2614,US,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",2009,9.254
2615,US,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",2008,5.784
2616,US,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",2007,4.622
2617,US,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",2006,4.623
2618,US,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",2005,5.084
2619,US,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",2004,5.529
2620,US,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",2003,5.989
2621,US,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",2002,5.783
2622,US,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",2001,4.731
2623,US,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",2000,3.992
2624,US,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",1999,4.219
2625,US,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",1998,4.511
2626,US,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",1997,5.0
2627,US,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",1996,5.451
2628,US,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",1995,5.65
2629,US,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",1994,6.119
2630,US,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",1993,6.9
2631,US,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",1992,7.5
2632,US,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",1991,6.8
2650,US,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",2023,4.11633838374488
2651,US,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",2022,8.00279982052121
2652,US,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",2021,4.69785886363742
2653,US,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",2020,1.23358439630638
2654,US,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",2019,1.81221007526012
2655,US,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",2018,2.44258329692807
2656,US,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",2017,2.1301100036598
2657,US,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",2016,1.26158320570527
2658,US,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",2015,0.118627135552451
2659,US,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",2014,1.62222297740827
2660,US,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",2013,1.46483265562717
2661,US,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",2012,2.06933726526057
2662,US,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",2011,3.15684156862202
2663,US,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",2010,1.64004344238988
2664,US,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",2009,-0.355546266299717
2665,US,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",2008,3.83910029665096
2666,US,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",2007,2.85267248150136
2667,US,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",2006,3.22594410070406
2668,US,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",2005,3.3927468454955
2669,US,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",2004,2.67723669309172
2670,US,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",2003,2.27009497336115
2671,US,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",2002,1.58603162650601
2672,US,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",2001,2.82617111885407
2673,US,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",2000,3.37685727149929
2674,US,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",1999,2.18802719697358
2675,US,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",1998,1.55227909874361
2676,US,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",1997,2.33768993730738
2677,US,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",1996,2.93120419993445
2678,US,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",1995,2.80541968853654
2679,US,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",1994,2.60744159215457
2680,US,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",1993,2.95165696638559
2681,US,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",1992,3.02881967814969
2682,US,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",1991,4.23496396453849
2683,US,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",1990,5.39795643990325
2684,US,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",1989,4.82700303008954
2685,US,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",1988,4.07774110744403
2686,US,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",1987,3.6645632175169
2687,US,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",1986,1.89804772234276
2688,US,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",1985,3.54564415209365
2689,US,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",1984,4.30053547523424
2690,US,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",1983,3.21243523316069
2691,US,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",1982,6.13142700027493
2692,US,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",1981,10.3347153402771
2693,US,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",1980,13.5492019749685
2694,US,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",1979,11.2544711292794
2695,US,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",1978,7.63096383885606
