,country,indicator_value,year,value
0,BR,GDP (current US$) [NY.GDP.MKTP.CD],2023,2173665655937.27
1,BR,GDP (current US$) [NY.GDP.MKTP.CD],2022,1951923942083.32
2,BR,GDP (current US$) [NY.GDP.MKTP.CD],2021,1670647399034.67
3,BR,GDP (current US$) [NY.GDP.MKTP.CD],2020,1476107231194.11
4,BR,GDP (current US$) [NY.GDP.MKTP.CD],2019,1873288205186.45
5,BR,GDP (current US$) [NY.GDP.MKTP.CD],2018,1916933898038.36
6,BR,GDP (current US$) [NY.GDP.MKTP.CD],2017,2063514977334.32
7,BR,GDP (current US$) [NY.GDP.MKTP.CD],2016,1795693482652.52
8,BR,GDP (current US$) [NY.GDP.MKTP.CD],2015,1802212206904.68
9,BR,GDP (current US$) [NY.GDP.MKTP.CD],2014,2456043727198.85
10,BR,GDP (current US$) [NY.GDP.MKTP.CD],2013,2472819535742.73
11,BR,GDP (current US$) [NY.GDP.MKTP.CD],2012,2465227803011.57
12,BR,GDP (current US$) [NY.GDP.MKTP.CD],2011,2616156223977.47
13,BR,GDP (current US$) [NY.GDP.MKTP.CD],2010,2208837745214.23
14,BR,GDP (current US$) [NY.GDP.MKTP.CD],2009,1666996438681.46
15,BR,GDP (current US$) [NY.GDP.MKTP.CD],2008,1695855083552.05
16,BR,GDP (current US$) [NY.GDP.MKTP.CD],2007,1397114486471.38
17,BR,GDP (current US$) [NY.GDP.MKTP.CD],2006,1107626541710.74
18,BR,GDP (current US$) [NY.GDP.MKTP.CD],2005,891633839853.105
19,BR,GDP (current US$) [NY.GDP.MKTP.CD],2004,669289424806.307
20,BR,GDP (current US$) [NY.GDP.MKTP.CD],2003,558233745651.874
21,BR,GDP (current US$) [NY.GDP.MKTP.CD],2002,509795273806.715
22,BR,GDP (current US$) [NY.GDP.MKTP.CD],2001,559983634798.981
23,BR,GDP (current US$) [NY.GDP.MKTP.CD],2000,655448231983.527
24,BR,GDP (current US$) [NY.GDP.MKTP.CD],1999,599642024319.531
25,BR,GDP (current US$) [NY.GDP.MKTP.CD],1998,863710759256.435
26,BR,GDP (current US$) [NY.GDP.MKTP.CD],1997,883206179730.462
27,BR,GDP (current US$) [NY.GDP.MKTP.CD],1996,850426432991.742
28,BR,GDP (current US$) [NY.GDP.MKTP.CD],1995,769333050986.905
29,BR,GDP (current US$) [NY.GDP.MKTP.CD],1994,525369467295.737
30,BR,GDP (current US$) [NY.GDP.MKTP.CD],1993,368292034380.96
31,BR,GDP (current US$) [NY.GDP.MKTP.CD],1992,328191909882.232
32,BR,GDP (current US$) [NY.GDP.MKTP.CD],1991,342534090909.091
33,BR,GDP (current US$) [NY.GDP.MKTP.CD],1990,384959818181.817
34,BR,GDP (current US$) [NY.GDP.MKTP.CD],1989,425595310393.455
50,BR,GDP per capita (current US$) [NY.GDP.PCAP.CD],2023,10043.6239221567
51,BR,GDP per capita (current US$) [NY.GDP.PCAP.CD],2022,9065.49733395404
52,BR,GDP per capita (current US$) [NY.GDP.PCAP.CD],2021,7794.88097933152
53,BR,GDP per capita (current US$) [NY.GDP.PCAP.CD],2020,6923.6999117682
54,BR,GDP per capita (current US$) [NY.GDP.PCAP.CD],2019,8845.32414932264
55,BR,GDP per capita (current US$) [NY.GDP.PCAP.CD],2018,9121.02099480377
56,BR,GDP per capita (current US$) [NY.GDP.PCAP.CD],2017,9896.71889500528
57,BR,GDP per capita (current US$) [NY.GDP.PCAP.CD],2016,8680.73646873878
58,BR,GDP per capita (current US$) [NY.GDP.PCAP.CD],2015,8783.2154236384
59,BR,GDP per capita (current US$) [NY.GDP.PCAP.CD],2014,12071.4044637296
60,BR,GDP per capita (current US$) [NY.GDP.PCAP.CD],2013,12258.5657091866
61,BR,GDP per capita (current US$) [NY.GDP.PCAP.CD],2012,12327.5131013057
62,BR,GDP per capita (current US$) [NY.GDP.PCAP.CD],2011,13200.5562348789
63,BR,GDP per capita (current US$) [NY.GDP.PCAP.CD],2010,11249.2918904352
64,BR,GDP per capita (current US$) [NY.GDP.PCAP.CD],2009,8569.90254736072
65,BR,GDP per capita (current US$) [NY.GDP.PCAP.CD],2008,8801.75787553359
66,BR,GDP per capita (current US$) [NY.GDP.PCAP.CD],2007,7323.19159375818
67,BR,GDP per capita (current US$) [NY.GDP.PCAP.CD],2006,5866.02341427165
68,BR,GDP per capita (current US$) [NY.GDP.PCAP.CD],2005,4773.26855132261
69,BR,GDP per capita (current US$) [NY.GDP.PCAP.CD],2004,3623.22446166485
70,BR,GDP per capita (current US$) [NY.GDP.PCAP.CD],2003,3056.64979769494
71,BR,GDP per capita (current US$) [NY.GDP.PCAP.CD],2002,2824.71541300038
72,BR,GDP per capita (current US$) [NY.GDP.PCAP.CD],2001,3142.23513974908
73,BR,GDP per capita (current US$) [NY.GDP.PCAP.CD],2000,3726.81166909716
74,BR,GDP per capita (current US$) [NY.GDP.PCAP.CD],1999,3456.42330254074
75,BR,GDP per capita (current US$) [NY.GDP.PCAP.CD],1998,5049.76466914353
76,BR,GDP per capita (current US$) [NY.GDP.PCAP.CD],1997,5240.12717572976
77,BR,GDP per capita (current US$) [NY.GDP.PCAP.CD],1996,5121.90540734464
78,BR,GDP per capita (current US$) [NY.GDP.PCAP.CD],1995,4704.95983707965
79,BR,GDP per capita (current US$) [NY.GDP.PCAP.CD],1994,3263.5602366462
80,BR,GDP per capita (current US$) [NY.GDP.PCAP.CD],1993,2324.47614531894
81,BR,GDP per capita (current US$) [NY.GDP.PCAP.CD],1992,2105.13307778769
82,BR,GDP per capita (current US$) [NY.GDP.PCAP.CD],1991,2233.87265114364
83,BR,GDP per capita (current US$) [NY.GDP.PCAP.CD],1990,2554.36863119854
84,BR,GDP per capita (current US$) [NY.GDP.PCAP.CD],1989,2875.57771485047
100,BR,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",2023,7.95
101,BR,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",2022,9.231
102,BR,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",2021,13.159
103,BR,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",2020,13.697
104,BR,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",2019,11.936
105,BR,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",2018,12.33
106,BR,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",2017,12.792
107,BR,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",2016,11.58
108,BR,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",2015,8.538
109,BR,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",2014,6.755
110,BR,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",2013,7.071
111,BR,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",2012,7.251
112,BR,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",2011,7.578
113,BR,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",2010,8.424
114,BR,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",2009,9.419
115,BR,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",2008,8.268
116,BR,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",2007,9.28
117,BR,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",2006,9.692
118,BR,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",2005,10.551
119,BR,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",2004,10.072
120,BR,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",2003,11.169
121,BR,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",2002,10.641
122,BR,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",2001,10.649
123,BR,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",2000,10.892
124,BR,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",1999,11.125
125,BR,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",1998,10.15
126,BR,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",1997,9.003
127,BR,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",1996,8.035
128,BR,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",1995,7.092
129,BR,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",1994,6.578
130,BR,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",1993,6.03
131,BR,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",1992,7.086
132,BR,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",1991,6.896
150,BR,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",2023,4.59356282283204
151,BR,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",2022,9.28010608956873
152,BR,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",2021,8.30165975585673
153,BR,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",2020,3.21176803803376
154,BR,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",2019,3.73297621216894
155,BR,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",2018,3.66485028376729
156,BR,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",2017,3.44637335032669
157,BR,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",2016,8.73914352329393
158,BR,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",2015,9.02990102416136
159,BR,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",2014,6.32904015516139
160,BR,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",2013,6.20431066640101
161,BR,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",2012,5.40349914036997
162,BR,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",2011,6.6364496221309
163,BR,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",2010,5.03872690108075
164,BR,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",2009,4.88803479876799
165,BR,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",2008,5.67859390284168
166,BR,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",2007,3.64127299102652
167,BR,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",2006,4.18356812896909
168,BR,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",2005,6.86953720898964
169,BR,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",2004,6.59718509985963
170,BR,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",2003,14.7149197228147
171,BR,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",2002,8.45016437708331
172,BR,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",2001,6.84035902487523
173,BR,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",2000,7.04414105947266
174,BR,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",1999,4.85844749902667
175,BR,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",1998,3.19507629280052
176,BR,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",1997,6.92671251629154
177,BR,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",1996,15.7576656002606
178,BR,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",1995,66.0070335542481
179,BR,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",1994,2075.88839757325
180,BR,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",1993,1927.38079016026
181,BR,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",1992,951.962053052818
182,BR,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",1991,432.786661926461
183,BR,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",1990,2947.732772483
184,BR,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",1989,1430.7237251472
185,BR,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",1988,629.114509120897
186,BR,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",1987,228.336162575513
187,BR,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",1986,147.142826237604
188,BR,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",1985,225.989665211895
189,BR,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",1984,192.121733132051
190,BR,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",1983,135.027682230473
191,BR,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",1982,100.54335919485
192,BR,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",1981,101.725072957927
200,BR,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",2023,9070.0
201,BR,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",2022,8240.0
202,BR,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",2021,7880.0
203,BR,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",2020,7910.0
204,BR,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",2019,9220.0
205,BR,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",2018,9140.0
206,BR,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",2017,8670.0
207,BR,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",2016,8890.0
208,BR,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",2015,10160.0
209,BR,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",2014,12080.0
210,BR,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",2013,12750.0
211,BR,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",2012,12270.0
212,BR,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",2011,11040.0
213,BR,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",2010,9610.0
214,BR,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",2009,8300.0
215,BR,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",2008,7590.0
216,BR,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",2007,6170.0
217,BR,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",2006,4830.0
218,BR,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",2005,3980.0
219,BR,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",2004,3340.0
220,BR,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",2003,2980.0
221,BR,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",2002,3080.0
222,BR,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",2001,3330.0
223,BR,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",2000,3910.0
224,BR,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",1999,4190.0
225,BR,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",1998,4920.0
226,BR,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",1997,5060.0
227,BR,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",1996,4370.0
228,BR,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",1995,3400.0
229,BR,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",1994,2590.0
230,BR,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",1993,2290.0
231,BR,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",1992,2310.0
232,BR,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",1991,2510.0
233,BR,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",1990,3930.0
234,BR,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",1989,9090.0
251,BR,"External debt stocks, total (DOD, current US$) [DT.DOD.DECT.CD]",2022,578599020063.3
252,BR,"External debt stocks, total (DOD, current US$) [DT.DOD.DECT.CD]",2021,571506915117.1
253,BR,"External debt stocks, total (DOD, current US$) [DT.DOD.DECT.CD]",2020,549300435898.2
254,BR,"External debt stocks, total (DOD, current US$) [DT.DOD.DECT.CD]",2019,568708887352.2
255,BR,"External debt stocks, total (DOD, current US$) [DT.DOD.DECT.CD]",2018,557765380774.6
256,BR,"External debt stocks, total (DOD, current US$) [DT.DOD.DECT.CD]",2017,543000470110.9
257,BR,"External debt stocks, total (DOD, current US$) [DT.DOD.DECT.CD]",2016,543257228545.3
258,BR,"External debt stocks, total (DOD, current US$) [DT.DOD.DECT.CD]",2015,543397356309.8
259,BR,"External debt stocks, total (DOD, current US$) [DT.DOD.DECT.CD]",2014,556919631071.7
260,BR,"External debt stocks, total (DOD, current US$) [DT.DOD.DECT.CD]",2013,483734834011.9
261,BR,"External debt stocks, total (DOD, current US$) [DT.DOD.DECT.CD]",2012,440496598192.8
262,BR,"External debt stocks, total (DOD, current US$) [DT.DOD.DECT.CD]",2011,404046105342.1
263,BR,"External debt stocks, total (DOD, current US$) [DT.DOD.DECT.CD]",2010,352364412862.6
264,BR,"External debt stocks, total (DOD, current US$) [DT.DOD.DECT.CD]",2009,281651138432.4
265,BR,"External debt stocks, total (DOD, current US$) [DT.DOD.DECT.CD]",2008,262957236462.6
266,BR,"External debt stocks, total (DOD, current US$) [DT.DOD.DECT.CD]",2007,238444452622.6
267,BR,"External debt stocks, total (DOD, current US$) [DT.DOD.DECT.CD]",2006,194303018016.9
268,BR,"External debt stocks, total (DOD, current US$) [DT.DOD.DECT.CD]",2005,188364545589.9
269,BR,"External debt stocks, total (DOD, current US$) [DT.DOD.DECT.CD]",2004,220693592600.6
270,BR,"External debt stocks, total (DOD, current US$) [DT.DOD.DECT.CD]",2003,235907984168.4
271,BR,"External debt stocks, total (DOD, current US$) [DT.DOD.DECT.CD]",2002,231944181034.5
272,BR,"External debt stocks, total (DOD, current US$) [DT.DOD.DECT.CD]",2001,229959717402.1
273,BR,"External debt stocks, total (DOD, current US$) [DT.DOD.DECT.CD]",2000,242511685521.8
274,BR,"External debt stocks, total (DOD, current US$) [DT.DOD.DECT.CD]",1999,245114967226.0
275,BR,"External debt stocks, total (DOD, current US$) [DT.DOD.DECT.CD]",1998,241998415763.8
276,BR,"External debt stocks, total (DOD, current US$) [DT.DOD.DECT.CD]",1997,198980293495.1
277,BR,"External debt stocks, total (DOD, current US$) [DT.DOD.DECT.CD]",1996,181793526989.2
278,BR,"External debt stocks, total (DOD, current US$) [DT.DOD.DECT.CD]",1995,160964228343.5
279,BR,"External debt stocks, total (DOD, current US$) [DT.DOD.DECT.CD]",1994,152903103557.7
280,BR,"External debt stocks, total (DOD, current US$) [DT.DOD.DECT.CD]",1993,144599577124.3
281,BR,"External debt stocks, total (DOD, current US$) [DT.DOD.DECT.CD]",1992,129535948557.2
282,BR,"External debt stocks, total (DOD, current US$) [DT.DOD.DECT.CD]",1991,121336709129.8
283,BR,"External debt stocks, total (DOD, current US$) [DT.DOD.DECT.CD]",1990,120311895094.7
284,BR,"External debt stocks, total (DOD, current US$) [DT.DOD.DECT.CD]",1989,114930095027.7
285,BR,"External debt stocks, total (DOD, current US$) [DT.DOD.DECT.CD]",1988,118039405885.0
286,BR,"External debt stocks, total (DOD, current US$) [DT.DOD.DECT.CD]",1987,120476573202.5
287,BR,"External debt stocks, total (DOD, current US$) [DT.DOD.DECT.CD]",1986,109645181057.1
288,BR,"External debt stocks, total (DOD, current US$) [DT.DOD.DECT.CD]",1985,104173244270.1
289,BR,"External debt stocks, total (DOD, current US$) [DT.DOD.DECT.CD]",1984,104364922436.4
290,BR,"External debt stocks, total (DOD, current US$) [DT.DOD.DECT.CD]",1983,99022210538.2
291,BR,"External debt stocks, total (DOD, current US$) [DT.DOD.DECT.CD]",1982,94428719113.5
292,BR,"External debt stocks, total (DOD, current US$) [DT.DOD.DECT.CD]",1981,81914155928.9
293,BR,"External debt stocks, total (DOD, current US$) [DT.DOD.DECT.CD]",1980,71983934096.8
294,BR,"External debt stocks, total (DOD, current US$) [DT.DOD.DECT.CD]",1979,61795286977.7
295,BR,"External debt stocks, total (DOD, current US$) [DT.DOD.DECT.CD]",1978,55032094032.5
296,BR,"External debt stocks, total (DOD, current US$) [DT.DOD.DECT.CD]",1977,42500176105.4
297,BR,"External debt stocks, total (DOD, current US$) [DT.DOD.DECT.CD]",1976,33801318618.9
298,BR,"External debt stocks, total (DOD, current US$) [DT.DOD.DECT.CD]",1975,27781563139.4
299,BR,"External debt stocks, total (DOD, current US$) [DT.DOD.DECT.CD]",1974,22464958636.0
301,BR,"Central government debt, total (% of GDP) [GC.DOD.TOTL.GD.ZS]",2022,79.1023218878495
302,BR,"Central government debt, total (% of GDP) [GC.DOD.TOTL.GD.ZS]",2021,85.0115036701985
303,BR,"Central government debt, total (% of GDP) [GC.DOD.TOTL.GD.ZS]",2020,98.7098819546545
304,BR,"Central government debt, total (% of GDP) [GC.DOD.TOTL.GD.ZS]",2019,92.5652531882782
305,BR,"Central government debt, total (% of GDP) [GC.DOD.TOTL.GD.ZS]",2018,86.6078841199146
306,BR,"Central government debt, total (% of GDP) [GC.DOD.TOTL.GD.ZS]",2017,83.6692026509366
307,BR,"Central government debt, total (% of GDP) [GC.DOD.TOTL.GD.ZS]",2016,73.4188038096758
308,BR,"Central government debt, total (% of GDP) [GC.DOD.TOTL.GD.ZS]",2015,67.5375540277116
309,BR,"Central government debt, total (% of GDP) [GC.DOD.TOTL.GD.ZS]",2014,58.4572711058609
310,BR,"Central government debt, total (% of GDP) [GC.DOD.TOTL.GD.ZS]",2013,57.228409380258
311,BR,"Central government debt, total (% of GDP) [GC.DOD.TOTL.GD.ZS]",2012,59.8494899958247
312,BR,"Central government debt, total (% of GDP) [GC.DOD.TOTL.GD.ZS]",2011,59.3416583014604
313,BR,"Central government debt, total (% of GDP) [GC.DOD.TOTL.GD.ZS]",2010,61.3187804611479
350,BR,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],2023,51442237675.1469
351,BR,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],2022,8695119065.37025
352,BR,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],2021,9397892444.40671
353,BR,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],2020,8930824788.04325
354,BR,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],2019,-12071834245.961
355,BR,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],2018,7548801625.69362
356,BR,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],2017,14820192743.6611
357,BR,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],2016,7176956033.44644
358,BR,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],2015,-20783887933.0453
359,BR,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],2014,-65368099306.7432
360,BR,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],2013,-56911843574.1753
361,BR,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],2012,-33507264617.8911
362,BR,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],2011,-20128178014.6088
363,BR,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],2010,-22994190061.8851
364,BR,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],2009,-6721885359.21274
365,BR,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],2008,-3214805206.98649
366,BR,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],2007,19039021641.8823
367,BR,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],2006,29982705220.8702
368,BR,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],2005,30323248288.0722
369,BR,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],2004,22844658798.4967
370,BR,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],2003,12399391351.6763
371,BR,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],2002,4296672536.94147
372,BR,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],2001,-12279677753.7929
373,BR,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],2000,-14837154501.7199
374,BR,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],1999,-11107588703.6622
375,BR,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],1998,-20535451010.1963
376,BR,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],1997,-23042055321.3753
377,BR,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],1996,-18498238583.2255
378,BR,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],1995,-14822816228.5448
379,BR,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],1994,1846111836.60205
380,BR,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],1993,5182689343.46997
381,BR,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],1992,8149820788.53047
382,BR,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],1991,2614204545.45455
383,BR,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],1990,4769163636.33334
384,BR,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],1989,14761099609.0
401,BR,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",2022,73.425
402,BR,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",2021,72.75
403,BR,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",2020,74.009
404,BR,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",2019,75.338
405,BR,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",2018,75.109
406,BR,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",2017,74.827
407,BR,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",2016,74.442
408,BR,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",2015,74.332
409,BR,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",2014,74.306
410,BR,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",2013,73.918
411,BR,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",2012,73.552
412,BR,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",2011,73.343
413,BR,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",2010,73.182
414,BR,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",2009,72.948
415,BR,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",2008,72.715
416,BR,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",2007,72.365
417,BR,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",2006,72.037
