country,indicator_value,year,value
FR,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",2022,105424958013.771
FR,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",2021,95864839855.8147
FR,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",2020,19368829836.4655
FR,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",2019,53499337503.7413
FR,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",2018,77493098693.2378
FR,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",2017,35868111746.0373
FR,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",2016,32803666728.594
FR,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",2015,42825414105.9409
FR,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",2014,5804878132.66635
FR,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",2013,31589283790.5549
FR,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",2012,32944663317.8722
FR,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",2011,44205811126.5792
FR,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",2010,38889439213.3126
FR,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",2009,18422928061.9131
FR,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",2008,67997446904.9733
FR,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",2007,83777598395.4499
FR,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",2006,78957053786.1349
FR,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",2005,85137061931.2536
FR,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",2004,35608535812.8719
FR,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",2003,42350800678.3509
FR,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",2002,51550483853.8509
FR,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",2001,50142053918.8909
FR,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",2000,41389082664.7628
FR,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",1999,45971216472.0884
FR,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",1998,29518429032.2114
FR,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",1997,23047924754.756
FR,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",1996,21971888803.0024
FR,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",1995,23736300874.0228
FR,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",1994,15797125294.9865
FR,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",1993,20754044035.6782
FR,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",1992,21839501253.074
FR,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",1991,15152742089.8424
FR,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",1990,13183285334.811
FR,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",1989,10303924628.9084
FR,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",1988,8489906284.29327
FR,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",1987,5139716801.65678
FR,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",1986,3255870956.36327
FR,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",1985,2595492779.80055
FR,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",1984,2397989218.95718
FR,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",1983,1725670868.53761
FR,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",1982,1585298782.09975
FR,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",1981,2469631624.9973
FR,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",1980,3282773277.87031
FR,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",1979,2588309412.66379
FR,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",1978,2471468400.48404
FR,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",1977,1896159371.65279
FR,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",1976,977422843.564051
FR,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",1975,1563849883.25955
FR,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",1974,1846644387.7
DE,GDP (current US$) [NY.GDP.MKTP.CD],2023,4456081016705.96
DE,GDP (current US$) [NY.GDP.MKTP.CD],2022,4082469490797.68
DE,GDP (current US$) [NY.GDP.MKTP.CD],2021,4278503934689.85
DE,GDP (current US$) [NY.GDP.MKTP.CD],2020,3887727161914.41
DE,GDP (current US$) [NY.GDP.MKTP.CD],2019,3889177589254.9
DE,GDP (current US$) [NY.GDP.MKTP.CD],2018,3974443355019.6
DE,GDP (current US$) [NY.GDP.MKTP.CD],2017,3690849152517.65
DE,GDP (current US$) [NY.GDP.MKTP.CD],2016,3469853463945.53
DE,GDP (current US$) [NY.GDP.MKTP.CD],2015,3357585719351.56
DE,GDP (current US$) [NY.GDP.MKTP.CD],2014,3889093051023.52
DE,GDP (current US$) [NY.GDP.MKTP.CD],2013,3733804649549.03
DE,GDP (current US$) [NY.GDP.MKTP.CD],2012,3527143188785.16
DE,GDP (current US$) [NY.GDP.MKTP.CD],2011,3749314991050.59
DE,GDP (current US$) [NY.GDP.MKTP.CD],2010,3399667820000.01
DE,GDP (current US$) [NY.GDP.MKTP.CD],2009,3411261212652.34
DE,GDP (current US$) [NY.GDP.MKTP.CD],2008,3745264093617.19
DE,GDP (current US$) [NY.GDP.MKTP.CD],2007,3425578382921.58
DE,GDP (current US$) [NY.GDP.MKTP.CD],2006,2994703642023.53
DE,GDP (current US$) [NY.GDP.MKTP.CD],2005,2846864211175.1
DE,GDP (current US$) [NY.GDP.MKTP.CD],2004,2814353869359.08
DE,GDP (current US$) [NY.GDP.MKTP.CD],2003,2501640388482.35
DE,GDP (current US$) [NY.GDP.MKTP.CD],2002,2078484517474.51
DE,GDP (current US$) [NY.GDP.MKTP.CD],2001,1945790973803.15
DE,GDP (current US$) [NY.GDP.MKTP.CD],2000,1947981991011.77
DE,GDP (current US$) [NY.GDP.MKTP.CD],1999,2194945278872.59
DE,GDP (current US$) [NY.GDP.MKTP.CD],1998,2238990774702.68
DE,GDP (current US$) [NY.GDP.MKTP.CD],1997,2211989623279.95
DE,GDP (current US$) [NY.GDP.MKTP.CD],1996,2497244606186.64
DE,GDP (current US$) [NY.GDP.MKTP.CD],1995,2585792275146.72
DE,GDP (current US$) [NY.GDP.MKTP.CD],1994,2205074123177.05
DE,GDP (current US$) [NY.GDP.MKTP.CD],1993,2071323790370.28
DE,GDP (current US$) [NY.GDP.MKTP.CD],1992,2131571696931.75
DE,GDP (current US$) [NY.GDP.MKTP.CD],1991,1868945197407.19
DE,GDP (current US$) [NY.GDP.MKTP.CD],1990,1771671206875.68
DE,GDP (current US$) [NY.GDP.MKTP.CD],1989,1398967436804.33
DE,GDP (current US$) [NY.GDP.MKTP.CD],1988,1401233225303.49
DE,GDP (current US$) [NY.GDP.MKTP.CD],1987,1298176105549.51
DE,GDP (current US$) [NY.GDP.MKTP.CD],1986,1046259374943.71
DE,GDP (current US$) [NY.GDP.MKTP.CD],1985,732534887058.198
DE,GDP (current US$) [NY.GDP.MKTP.CD],1984,725111123634.115
DE,GDP (current US$) [NY.GDP.MKTP.CD],1983,770684323247.798
DE,GDP (current US$) [NY.GDP.MKTP.CD],1982,776576439106.956
DE,GDP (current US$) [NY.GDP.MKTP.CD],1981,800472055387.278
DE,GDP (current US$) [NY.GDP.MKTP.CD],1980,950290856466.538
DE,GDP (current US$) [NY.GDP.MKTP.CD],1979,881345176608.686
DE,GDP (current US$) [NY.GDP.MKTP.CD],1978,740469983446.933
DE,GDP (current US$) [NY.GDP.MKTP.CD],1977,600498238019.035
DE,GDP (current US$) [NY.GDP.MKTP.CD],1976,519754453161.411
DE,GDP (current US$) [NY.GDP.MKTP.CD],1975,490636517211.225
DE,GDP (current US$) [NY.GDP.MKTP.CD],1974,445303484241.554
DE,GDP per capita (current US$) [NY.GDP.PCAP.CD],2023,52745.7557064131
DE,GDP per capita (current US$) [NY.GDP.PCAP.CD],2022,48717.9911402128
DE,GDP per capita (current US$) [NY.GDP.PCAP.CD],2021,51426.7503654421
DE,GDP per capita (current US$) [NY.GDP.PCAP.CD],2020,46749.4762280016
DE,GDP per capita (current US$) [NY.GDP.PCAP.CD],2019,46805.1384334439
DE,GDP per capita (current US$) [NY.GDP.PCAP.CD],2018,47939.2782884504
DE,GDP per capita (current US$) [NY.GDP.PCAP.CD],2017,44652.5891722719
DE,GDP per capita (current US$) [NY.GDP.PCAP.CD],2016,42136.1207907991
DE,GDP per capita (current US$) [NY.GDP.PCAP.CD],2015,41103.2564363768
DE,GDP per capita (current US$) [NY.GDP.PCAP.CD],2014,48023.8699845462
DE,GDP per capita (current US$) [NY.GDP.PCAP.CD],2013,46298.9229177341
DE,GDP per capita (current US$) [NY.GDP.PCAP.CD],2012,43855.8544658618
DE,GDP per capita (current US$) [NY.GDP.PCAP.CD],2011,46705.8957963353
DE,GDP per capita (current US$) [NY.GDP.PCAP.CD],2010,41572.4559481507
DE,GDP per capita (current US$) [NY.GDP.PCAP.CD],2009,41650.3678297162
DE,GDP per capita (current US$) [NY.GDP.PCAP.CD],2008,45612.7106221441
DE,GDP per capita (current US$) [NY.GDP.PCAP.CD],2007,41640.0808695147
DE,GDP per capita (current US$) [NY.GDP.PCAP.CD],2006,36353.8803343631
DE,GDP per capita (current US$) [NY.GDP.PCAP.CD],2005,34520.2396492496
DE,GDP per capita (current US$) [NY.GDP.PCAP.CD],2004,34106.6581224001
DE,GDP per capita (current US$) [NY.GDP.PCAP.CD],2003,30310.3575963774
DE,GDP per capita (current US$) [NY.GDP.PCAP.CD],2002,25197.2656001848
DE,GDP per capita (current US$) [NY.GDP.PCAP.CD],2001,23628.3272122367
DE,GDP per capita (current US$) [NY.GDP.PCAP.CD],2000,23694.7604830673
DE,GDP per capita (current US$) [NY.GDP.PCAP.CD],1999,26734.9425369252
DE,GDP per capita (current US$) [NY.GDP.PCAP.CD],1998,27289.0593603191
DE,GDP per capita (current US$) [NY.GDP.PCAP.CD],1997,26964.0494672673
DE,GDP per capita (current US$) [NY.GDP.PCAP.CD],1996,30485.8665482279
DE,GDP per capita (current US$) [NY.GDP.PCAP.CD],1995,31658.3493789135
DE,GDP per capita (current US$) [NY.GDP.PCAP.CD],1994,27076.60675014
DE,GDP per capita (current US$) [NY.GDP.PCAP.CD],1993,25522.6295733618
DE,GDP per capita (current US$) [NY.GDP.PCAP.CD],1992,26438.2303888417
DE,GDP per capita (current US$) [NY.GDP.PCAP.CD],1991,23357.757725073
DE,GDP per capita (current US$) [NY.GDP.PCAP.CD],1990,22303.9613266628
DE,GDP per capita (current US$) [NY.GDP.PCAP.CD],1989,17764.376445833
DE,GDP per capita (current US$) [NY.GDP.PCAP.CD],1988,17931.2823228876
DE,GDP per capita (current US$) [NY.GDP.PCAP.CD],1987,16677.51078816
DE,GDP per capita (current US$) [NY.GDP.PCAP.CD],1986,13461.8310034147
DE,GDP per capita (current US$) [NY.GDP.PCAP.CD],1985,9429.56921688214
DE,GDP per capita (current US$) [NY.GDP.PCAP.CD],1984,9313.16941243118
DE,GDP per capita (current US$) [NY.GDP.PCAP.CD],1983,9864.3449403866
DE,GDP per capita (current US$) [NY.GDP.PCAP.CD],1982,9913.73764159395
DE,GDP per capita (current US$) [NY.GDP.PCAP.CD],1981,10209.0731153846
DE,GDP per capita (current US$) [NY.GDP.PCAP.CD],1980,12138.3081034267
DE,GDP per capita (current US$) [NY.GDP.PCAP.CD],1979,11281.0233245081
DE,GDP per capita (current US$) [NY.GDP.PCAP.CD],1978,9482.04284964716
DE,GDP per capita (current US$) [NY.GDP.PCAP.CD],1977,7682.95377492882
DE,GDP per capita (current US$) [NY.GDP.PCAP.CD],1976,6634.85689909309
DE,GDP per capita (current US$) [NY.GDP.PCAP.CD],1975,6236.3588812986
DE,GDP per capita (current US$) [NY.GDP.PCAP.CD],1974,5639.07762129679
DE,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",2023,3.045
DE,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",2022,3.135
DE,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",2021,3.638
DE,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",2020,3.856
DE,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",2019,3.136
DE,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",2018,3.384
DE,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",2017,3.746
DE,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",2016,4.122
DE,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",2015,4.624
DE,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",2014,4.981
DE,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",2013,5.231
DE,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",2012,5.379
DE,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",2011,5.825
DE,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",2010,6.967
DE,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",2009,7.742
DE,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",2008,7.525
DE,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",2007,8.658
DE,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",2006,10.25
DE,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",2005,11.167
DE,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",2004,10.727
DE,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",2003,9.779
DE,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",2002,8.482
DE,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",2001,7.773
DE,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",2000,7.917
DE,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",1999,8.854
DE,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",1998,9.787
DE,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",1997,9.861
DE,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",1996,8.822
DE,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",1995,8.158
DE,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",1994,8.727
DE,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",1993,7.675
DE,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",1992,6.323
DE,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",1991,5.316
DE,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",1990,
DE,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",1989,
DE,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",1988,
DE,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",1987,
DE,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",1986,
DE,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",1985,
DE,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",1984,
DE,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",1983,
DE,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",1982,
DE,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",1981,
DE,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",1980,
DE,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",1979,
DE,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",1978,
DE,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",1977,
DE,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",1976,
DE,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",1975,
DE,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",1974,
DE,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",2023,5.94643667725823
DE,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",2022,6.87257438551097
DE,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",2021,3.06666666666673
DE,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",2020,0.144877925813982
DE,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",2019,1.44565976888253
DE,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",2018,1.73216879766942
DE,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",2017,1.50949485109628
DE,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",2016,0.491747008445174
DE,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",2015,0.514426137125456
DE,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",2014,0.906794000434246
DE,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",2013,1.50472330251876
DE,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",2012,2.00848884782956
DE,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",2011,2.07517283735874
DE,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",2010,1.1038103778926
DE,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",2009,0.312739007368447
DE,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",2008,2.62837981637219
DE,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",2007,2.29834400700951
DE,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",2006,1.57742642840563
DE,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",2005,1.54691114751328
DE,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",2004,1.66573696655992
DE,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",2003,1.03422218628562
DE,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",2002,1.42080615551526
DE,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",2001,1.98385731334471
DE,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",2000,1.44026838719741
DE,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",1999,0.585433064230783
DE,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",1998,0.911183535014403
DE,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",1997,1.93937198922729
DE,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",1996,1.44972701963239
DE,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",1995,1.70616041317076
DE,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",1994,2.69305639854954
DE,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",1993,4.47457650752808
DE,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",1992,5.05697796731731
DE,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",1991,4.04703259753466
DE,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",1990,2.69646824292392
DE,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",1989,2.78056955569751
DE,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",1988,1.27411894006923
DE,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",1987,0.24990610870503
DE,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",1986,-0.129413360854742
DE,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",1985,2.0662330121658
DE,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",1984,2.4057933993196
DE,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",1983,3.29341474302854
DE,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",1982,5.24104507228422
DE,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",1981,6.34424277746325
DE,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",1980,5.44105754460347
DE,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",1979,4.04362006473399
DE,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",1978,2.71869696123339
DE,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",1977,3.73416240635147
DE,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",1976,4.24663102299209
DE,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",1975,5.91033626324104
DE,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",1974,6.98643109327497
DE,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",2023,53970.0
DE,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",2022,54030.0
DE,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",2021,52050.0
DE,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",2020,47970.0
DE,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",2019,49410.0
DE,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",2018,47490.0
DE,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",2017,43760.0
DE,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",2016,44280.0
DE,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",2015,45780.0
DE,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",2014,47640.0
DE,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",2013,47220.0
DE,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",2012,46560.0
DE,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",2011,47320.0
DE,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",2010,44680.0
DE,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",2009,43660.0
DE,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",2008,43650.0
DE,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",2007,40470.0
DE,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",2006,38270.0
DE,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",2005,35770.0
DE,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",2004,31670.0
DE,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",2003,26140.0
DE,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",2002,23680.0
DE,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",2001,24770.0
DE,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",2000,26180.0
DE,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",1999,26840.0
DE,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",1998,27950.0
DE,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",1997,30140.0
DE,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",1996,30860.0
DE,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",1995,29520.0
DE,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",1994,27530.0
DE,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",1993,25990.0
DE,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",1992,25810.0
DE,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",1991,22890.0
DE,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",1990,21300.0
DE,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",1989,19760.0
DE,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",1988,18620.0
DE,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",1987,14240.0
DE,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",1986,11240.0
DE,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",1985,9840.0
DE,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",1984,9880.0
DE,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",1983,10020.0
DE,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",1982,11120.0
DE,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",1981,12540.0
DE,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",1980,13010.0
DE,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",1979,11050.0
DE,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",1978,8870.0
DE,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",1977,7670.0
DE,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",1976,7130.0
