country,indicator_value,year,value
RU,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",2012,5.436
RU,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",2011,6.536
RU,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",2010,7.369
RU,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",2009,8.301
RU,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",2008,6.205
RU,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",2007,6.002
RU,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",2006,7.055
RU,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",2005,7.124
RU,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",2004,7.763
RU,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",2003,8.21
RU,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",2002,7.875
RU,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",2001,8.978
RU,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",2000,10.581
RU,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",1999,13.036
RU,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",1998,13.261
RU,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",1997,11.813
RU,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",1996,9.665
RU,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",1995,9.449
RU,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",1994,8.131
RU,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",1993,5.883
RU,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",1992,5.181
RU,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",1991,5.133
RU,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",1990,
RU,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",1989,
RU,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",1988,
RU,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",1987,
RU,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",1986,
RU,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",1985,
RU,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",1984,
RU,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",1983,
RU,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",1982,
RU,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",1981,
RU,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",1980,
RU,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",1979,
RU,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",1978,
RU,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",1977,
RU,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",1976,
RU,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",1975,
RU,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",1974,
RU,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",2023,
RU,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",2022,
RU,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",2021,6.69445891957637
RU,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",2020,3.38165937237877
RU,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",2019,4.47036660760193
RU,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",2018,2.87829723647867
RU,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",2017,3.68332944412253
RU,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",2016,7.04244762954774
RU,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",2015,15.5344050528405
RU,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",2014,7.82341183865533
RU,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",2013,6.75371026220899
RU,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",2012,5.0747430079914
RU,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",2011,8.4404648593256
RU,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",2010,6.84939230255067
RU,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",2009,11.6473295764118
RU,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",2008,14.1107677840443
RU,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",2007,9.00729868861072
RU,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",2006,9.66865454789263
RU,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",2005,12.685303950735
RU,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",2004,10.8886157326216
RU,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",2003,13.6632930228665
RU,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",2002,15.7887307914464
RU,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",2001,21.4770072117157
RU,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",2000,20.7987606558706
RU,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",1999,85.7464940960637
RU,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",1998,27.6856798076741
RU,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",1997,14.7613292688059
RU,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",1996,47.7520122009939
RU,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",1995,197.41426808425
RU,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",1994,307.722635553194
RU,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",1993,874.245720380189
RU,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",1992,
RU,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",1991,
RU,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",1990,
RU,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",1989,
RU,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",1988,
RU,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",1987,
RU,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",1986,
RU,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",1985,
RU,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",1984,
RU,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",1983,
RU,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",1982,
RU,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",1981,
RU,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",1980,
RU,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",1979,
RU,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",1978,
RU,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",1977,
RU,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",1976,
RU,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",1975,
RU,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",1974,
RU,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",2023,14250.0
RU,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",2022,12810.0
RU,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",2021,11720.0
RU,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",2020,10660.0
RU,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",2019,11190.0
RU,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",2018,10180.0
RU,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",2017,9160.0
RU,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",2016,9680.0
RU,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",2015,11740.0
RU,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",2014,14590.0
RU,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",2013,15160.0
RU,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",2012,13470.0
RU,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",2011,11060.0
RU,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",2010,9980.0
RU,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",2009,9230.0
RU,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",2008,9580.0
RU,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",2007,7560.0
RU,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",2006,5810.0
RU,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",2005,4450.0
RU,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",2004,3410.0
RU,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",2003,2590.0
RU,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",2002,2100.0
RU,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",2001,1780.0
RU,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",2000,1710.0
RU,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",1999,1750.0
RU,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",1998,2130.0
RU,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",1997,2650.0
RU,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",1996,2600.0
RU,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",1995,2640.0
RU,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",1994,2650.0
RU,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",1993,2920.0
RU,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",1992,3090.0
RU,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",1991,3440.0
RU,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",1990,
RU,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",1989,
RU,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",1988,
RU,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",1987,
RU,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",1986,
RU,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",1985,
RU,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",1984,
RU,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",1983,
RU,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",1982,
RU,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",1981,
RU,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",1980,
RU,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",1979,
RU,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",1978,
RU,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",1977,
RU,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",1976,
RU,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",1975,
RU,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",1974,
RU,"External debt stocks, total (DOD, current US$) [DT.DOD.DECT.CD]",2023,
RU,"External debt stocks, total (DOD, current US$) [DT.DOD.DECT.CD]",2022,376117000821.9
RU,"External debt stocks, total (DOD, current US$) [DT.DOD.DECT.CD]",2021,472158073713.0
RU,"External debt stocks, total (DOD, current US$) [DT.DOD.DECT.CD]",2020,460933940334.8
RU,"External debt stocks, total (DOD, current US$) [DT.DOD.DECT.CD]",2019,485793305491.7
RU,"External debt stocks, total (DOD, current US$) [DT.DOD.DECT.CD]",2018,477785389198.2
RU,"External debt stocks, total (DOD, current US$) [DT.DOD.DECT.CD]",2017,519202537324.6
RU,"External debt stocks, total (DOD, current US$) [DT.DOD.DECT.CD]",2016,535225173047.3
RU,"External debt stocks, total (DOD, current US$) [DT.DOD.DECT.CD]",2015,492191137727.2
RU,"External debt stocks, total (DOD, current US$) [DT.DOD.DECT.CD]",2014,554415745561.2
RU,"External debt stocks, total (DOD, current US$) [DT.DOD.DECT.CD]",2013,668513124292.2
RU,"External debt stocks, total (DOD, current US$) [DT.DOD.DECT.CD]",2012,591836363065.8
RU,"External debt stocks, total (DOD, current US$) [DT.DOD.DECT.CD]",2011,544355500577.8
RU,"External debt stocks, total (DOD, current US$) [DT.DOD.DECT.CD]",2010,417886400642.8
RU,"External debt stocks, total (DOD, current US$) [DT.DOD.DECT.CD]",2009,406462229699.8
RU,"External debt stocks, total (DOD, current US$) [DT.DOD.DECT.CD]",2008,419311363943.6
RU,"External debt stocks, total (DOD, current US$) [DT.DOD.DECT.CD]",2007,416328308281.2
RU,"External debt stocks, total (DOD, current US$) [DT.DOD.DECT.CD]",2006,311276773723.7
RU,"External debt stocks, total (DOD, current US$) [DT.DOD.DECT.CD]",2005,249832035581.0
RU,"External debt stocks, total (DOD, current US$) [DT.DOD.DECT.CD]",2004,214206935067.3
RU,"External debt stocks, total (DOD, current US$) [DT.DOD.DECT.CD]",2003,185905051377.9
RU,"External debt stocks, total (DOD, current US$) [DT.DOD.DECT.CD]",2002,138446858475.7
RU,"External debt stocks, total (DOD, current US$) [DT.DOD.DECT.CD]",2001,141151650545.7
RU,"External debt stocks, total (DOD, current US$) [DT.DOD.DECT.CD]",2000,146665107929.8
RU,"External debt stocks, total (DOD, current US$) [DT.DOD.DECT.CD]",1999,180043060834.5
RU,"External debt stocks, total (DOD, current US$) [DT.DOD.DECT.CD]",1998,175719267829.0
RU,"External debt stocks, total (DOD, current US$) [DT.DOD.DECT.CD]",1997,128143868208.0
RU,"External debt stocks, total (DOD, current US$) [DT.DOD.DECT.CD]",1996,127025505816.3
RU,"External debt stocks, total (DOD, current US$) [DT.DOD.DECT.CD]",1995,122074627736.6
RU,"External debt stocks, total (DOD, current US$) [DT.DOD.DECT.CD]",1994,122365566099.3
RU,"External debt stocks, total (DOD, current US$) [DT.DOD.DECT.CD]",1993,112463242743.2
RU,"External debt stocks, total (DOD, current US$) [DT.DOD.DECT.CD]",1992,79671384011.6
RU,"External debt stocks, total (DOD, current US$) [DT.DOD.DECT.CD]",1991,
RU,"External debt stocks, total (DOD, current US$) [DT.DOD.DECT.CD]",1990,
RU,"External debt stocks, total (DOD, current US$) [DT.DOD.DECT.CD]",1989,
RU,"External debt stocks, total (DOD, current US$) [DT.DOD.DECT.CD]",1988,
RU,"External debt stocks, total (DOD, current US$) [DT.DOD.DECT.CD]",1987,
RU,"External debt stocks, total (DOD, current US$) [DT.DOD.DECT.CD]",1986,
RU,"External debt stocks, total (DOD, current US$) [DT.DOD.DECT.CD]",1985,
RU,"External debt stocks, total (DOD, current US$) [DT.DOD.DECT.CD]",1984,
RU,"External debt stocks, total (DOD, current US$) [DT.DOD.DECT.CD]",1983,
RU,"External debt stocks, total (DOD, current US$) [DT.DOD.DECT.CD]",1982,
RU,"External debt stocks, total (DOD, current US$) [DT.DOD.DECT.CD]",1981,
RU,"External debt stocks, total (DOD, current US$) [DT.DOD.DECT.CD]",1980,
RU,"External debt stocks, total (DOD, current US$) [DT.DOD.DECT.CD]",1979,
RU,"External debt stocks, total (DOD, current US$) [DT.DOD.DECT.CD]",1978,
RU,"External debt stocks, total (DOD, current US$) [DT.DOD.DECT.CD]",1977,
RU,"External debt stocks, total (DOD, current US$) [DT.DOD.DECT.CD]",1976,
RU,"External debt stocks, total (DOD, current US$) [DT.DOD.DECT.CD]",1975,
RU,"External debt stocks, total (DOD, current US$) [DT.DOD.DECT.CD]",1974,
RU,"Central government debt, total (% of GDP) [GC.DOD.TOTL.GD.ZS]",2023,
RU,"Central government debt, total (% of GDP) [GC.DOD.TOTL.GD.ZS]",2022,19.5062376778091
RU,"Central government debt, total (% of GDP) [GC.DOD.TOTL.GD.ZS]",2021,20.8666992191571
RU,"Central government debt, total (% of GDP) [GC.DOD.TOTL.GD.ZS]",2020,22.992021036968
RU,"Central government debt, total (% of GDP) [GC.DOD.TOTL.GD.ZS]",2019,17.2760484379376
RU,"Central government debt, total (% of GDP) [GC.DOD.TOTL.GD.ZS]",2018,16.1685789853238
RU,"Central government debt, total (% of GDP) [GC.DOD.TOTL.GD.ZS]",2017,16.3253741158845
RU,"Central government debt, total (% of GDP) [GC.DOD.TOTL.GD.ZS]",2016,14.2417395793548
RU,"Central government debt, total (% of GDP) [GC.DOD.TOTL.GD.ZS]",2015,13.5407657768558
RU,"Central government debt, total (% of GDP) [GC.DOD.TOTL.GD.ZS]",2014,11.2004612827286
RU,"Central government debt, total (% of GDP) [GC.DOD.TOTL.GD.ZS]",2013,9.06725564048848
RU,"Central government debt, total (% of GDP) [GC.DOD.TOTL.GD.ZS]",2012,8.55140859340356
RU,"Central government debt, total (% of GDP) [GC.DOD.TOTL.GD.ZS]",2011,8.64108194430582
RU,"Central government debt, total (% of GDP) [GC.DOD.TOTL.GD.ZS]",2010,9.09810564473106
RU,"Central government debt, total (% of GDP) [GC.DOD.TOTL.GD.ZS]",2009,8.69786633503919
RU,"Central government debt, total (% of GDP) [GC.DOD.TOTL.GD.ZS]",2008,6.49528743788997
RU,"Central government debt, total (% of GDP) [GC.DOD.TOTL.GD.ZS]",2007,7.15843011658404
RU,"Central government debt, total (% of GDP) [GC.DOD.TOTL.GD.ZS]",2006,9.89107286046746
RU,"Central government debt, total (% of GDP) [GC.DOD.TOTL.GD.ZS]",2005,16.6608684477983
RU,"Central government debt, total (% of GDP) [GC.DOD.TOTL.GD.ZS]",2004,
RU,"Central government debt, total (% of GDP) [GC.DOD.TOTL.GD.ZS]",2003,
RU,"Central government debt, total (% of GDP) [GC.DOD.TOTL.GD.ZS]",2002,41.3527168644107
RU,"Central government debt, total (% of GDP) [GC.DOD.TOTL.GD.ZS]",2001,48.9836153351704
RU,"Central government debt, total (% of GDP) [GC.DOD.TOTL.GD.ZS]",2000,62.1488888669576
RU,"Central government debt, total (% of GDP) [GC.DOD.TOTL.GD.ZS]",1999,100.744137724205
RU,"Central government debt, total (% of GDP) [GC.DOD.TOTL.GD.ZS]",1998,143.948999533393
RU,"Central government debt, total (% of GDP) [GC.DOD.TOTL.GD.ZS]",1997,
RU,"Central government debt, total (% of GDP) [GC.DOD.TOTL.GD.ZS]",1996,
RU,"Central government debt, total (% of GDP) [GC.DOD.TOTL.GD.ZS]",1995,
RU,"Central government debt, total (% of GDP) [GC.DOD.TOTL.GD.ZS]",1994,
RU,"Central government debt, total (% of GDP) [GC.DOD.TOTL.GD.ZS]",1993,
RU,"Central government debt, total (% of GDP) [GC.DOD.TOTL.GD.ZS]",1992,
RU,"Central government debt, total (% of GDP) [GC.DOD.TOTL.GD.ZS]",1991,
RU,"Central government debt, total (% of GDP) [GC.DOD.TOTL.GD.ZS]",1990,
RU,"Central government debt, total (% of GDP) [GC.DOD.TOTL.GD.ZS]",1989,
RU,"Central government debt, total (% of GDP) [GC.DOD.TOTL.GD.ZS]",1988,
RU,"Central government debt, total (% of GDP) [GC.DOD.TOTL.GD.ZS]",1987,
RU,"Central government debt, total (% of GDP) [GC.DOD.TOTL.GD.ZS]",1986,
RU,"Central government debt, total (% of GDP) [GC.DOD.TOTL.GD.ZS]",1985,
RU,"Central government debt, total (% of GDP) [GC.DOD.TOTL.GD.ZS]",1984,
RU,"Central government debt, total (% of GDP) [GC.DOD.TOTL.GD.ZS]",1983,
RU,"Central government debt, total (% of GDP) [GC.DOD.TOTL.GD.ZS]",1982,
RU,"Central government debt, total (% of GDP) [GC.DOD.TOTL.GD.ZS]",1981,
RU,"Central government debt, total (% of GDP) [GC.DOD.TOTL.GD.ZS]",1980,
RU,"Central government debt, total (% of GDP) [GC.DOD.TOTL.GD.ZS]",1979,
RU,"Central government debt, total (% of GDP) [GC.DOD.TOTL.GD.ZS]",1978,
RU,"Central government debt, total (% of GDP) [GC.DOD.TOTL.GD.ZS]",1977,
RU,"Central government debt, total (% of GDP) [GC.DOD.TOTL.GD.ZS]",1976,
RU,"Central government debt, total (% of GDP) [GC.DOD.TOTL.GD.ZS]",1975,
RU,"Central government debt, total (% of GDP) [GC.DOD.TOTL.GD.ZS]",1974,
RU,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],2023,87678768682.8615
RU,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],2022,289887082039.144
RU,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],2021,172283220395.822
RU,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],2020,75810373407.5911
RU,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],2019,129321947358.676
RU,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],2018,165825907084.227
RU,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],2017,83515016702.7462
RU,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],2016,66276014681.6539
RU,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],2015,109725268368.57
RU,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],2014,132220872121.514
RU,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],2013,123874176653.534
RU,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],2012,147144126697.711
RU,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],2011,165214881959.201
RU,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],2010,123146419502.294
RU,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],2009,90978810005.8607
RU,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],2008,153406799012.187
RU,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],2007,112060410826.929
RU,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],2006,125994089652.891
RU,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],2005,104615816709.412
RU,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],2004,72422769871.5724
RU,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],2003,48937794101.2364
RU,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],2002,37240829346.0925
RU,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],2001,38865272540.2811
RU,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],2000,52012086740.1351
RU,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],1999,33395613322.502
RU,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],1998,18073158165.8939
RU,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],1997,8919619706.13656
RU,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],1996,16544404557.5152
RU,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],1995,13428951157.3818
RU,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],1994,18027556763.0506
RU,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],1993,33548198883.8153
RU,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],1992,64753026634.3826
RU,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],1991,1481481481.48148
RU,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],1990,1123595505.61798
RU,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],1989,4509283819.62865
RU,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],1988,
RU,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],1987,
RU,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],1986,
RU,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],1985,
RU,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],1984,
RU,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],1983,
RU,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],1982,
RU,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],1981,
RU,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],1980,
RU,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],1979,
RU,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],1978,
RU,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],1977,
RU,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],1976,
RU,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],1975,
RU,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],1974,
RU,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",2023,
RU,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",2022,72.5456097560976
RU,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",2021,69.900243902439
RU,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",2020,71.3387804878049
RU,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",2019,73.0839024390244
RU,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",2018,72.6621951219512
RU,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",2017,72.4514634146342
RU,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",2016,71.6512195121951
RU,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",2015,71.1834146341463
RU,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",2014,70.7436585365854
RU,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",2013,70.5787804878049
RU,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",2012,70.0721951219512
RU,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",2011,69.6839024390244
RU,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",2010,68.8412195121951
RU,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",2009,68.6846341463415
RU,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",2008,67.9492682926829
RU,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",2007,67.5868292682927
RU,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",2006,66.7275609756098
